City,State,Unnamed: 0,city,company_name,job_summary,job_title,region,state,state1,title
,,,Seattle,Experfy,"4 years of hands-on experience as a Data Engineer in a Big Data environment (Spark, Hive, HDFS, Sqoop). Strong SQL knowledge and data analysis skills for data…","Big Data Engineer - Deloitte (Remote, Freelance/Contract)",, WA,,
,,,Seattle,"EtiVenture, Inc.",Qualifications of Senior Data Engineer: Requirements of Senior Data Engineer: Preferred Experience of Senior Data Engineer. Work references will be requested.,Senior Data Engineer,, WA,,
,,,Seattle,Tesla,You should be strong in developing Data Algorithms as well as data pipelines to make recommendations about content delivery.,Data Scientist/Machine Learning Engineer,, WA,,
,,,Kirkland,Unify Consulting,"5+ years experience in data integration, data warehousing, and data modeling. Https://www.linkedin.com/jobs/cap/view/1248886204/?pathWildcard=1248886204&trk=job…",Data Engineer,, WA,,
,,,Kennewick,Lydon Solutions,"The Project Data Engineer position is responsible for variety of tasks including assisting our client’s Construction Project Management team in collecting,…",Project Data Engineer,, WA,,
,,,Seattle,Apple,You will engineer distributed data pipelines and use your understanding of data annotation and how it is used in building real world ML models to improve our…,Siri - Data Engineer,, WA,,
,,,Seattle,Avani Systems,"Develop pipelines using copy activity from different sources like FTP, Windows Blob Storage, SQL SERVER, COSMOS big data etc. and scheduling the pipelines as…",Big Data Engineer,, WA,,
,,,Seattle,employHER,"Industry experience as a Data Engineer or related specialty (e.g. We are looking for a Data Engineer (BIE) with strong analytical, communication and project…",Data Engineer,, WA,,
,,,Seattle,Institute for Systems Biology,"Work as part of a dynamic team of internal and external data scientists, data engineers, biomedical scientists and physicians. Spark and Python, R or Scala.",Software Engineer/Data Scientist,, WA,,
,,,Seattle,Tableau,"As the Customer Solutions Data Engineer you will be responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data…",Customer Solutions Data Engineer,, WA,,
,,,Redmond,Nintendo of America Inc.,Detailed design and build of the enterprise data warehouse and data marts from inception through production support.,Senior Data Engineer,, WA,,
,,,Seattle,Homesite Group,"Direct the data layer implementation across the platform and website properties. Implement and manage analytics tools (Primarily Google Analytics 360, Google…",Data Analytic Engineer,, WA,,
,,,Seattle,"Woot, Inc.","This person will build new business intelligence solutions as an owner end-to-end, at the same time, collaborate with data engineers and data scientists to…","Data Engineer II (Woot LLC, Seattle, WA)",, WA,,
,,,Seattle,Facebook,"In this role as a Data Engineer on the Analytics team, your primary responsibility will be to partner with key stakeholders, data scientists and software…",Data Engineer,, WA,,
,,,Redmond,JNIT TECHNOLOGIES INC,"Big data (Azure preferably, or else Hadoop). Phone to onsite/Skype for out of state. Scala or Spark (Heavy Scripting).",Big Data Engineer,, WA,,
,,,Mountlake Terrace,Premera Blue Cross,The Corporate Data and Analytics team is looking to bring on a Data Engineer II . 1-2 years of experience as a Data Engineer I. And so are our employees.,Data Engineer II,, WA,,
,,,Redmond,Microsoft,The Data Engineering team builds and operates an extensive data platform that associates telemetry and customer contact data.,Software Engineer 2 (Data Engineer),, WA,,
,,,Seattle,TISS,Should be in Data engineering and not Data Analyst or Data scientist. Should be well versed in creating data pipelines using Python.,"Data Engineer or Database Developer - Menlo Park, CA / Seattle , WA",, WA,,
,,,Bellevue,Bungie,"Implement and optimize data pipelines, architectures and data sets on cutting-edge hardware. As a Data Engineer at Bungie you will help architect and support…",Data Engineer,, WA,,
,,,Seattle,Homesite Insurance,"We’re looking for a Data Engineer to help us transform our data systems and architecture to support greater variety, volume, and velocity of data and data…",Data Engineer,, WA,,
,,,Redmond,Microsoft,Technical Excellence - Core to being a software engineer is of course technical excellence. Customer Focus - A focus on delivering customer value and being able…,Data Scientist,, WA,,
,,,Olympia,State of Washington State Investment Board,The Washington State Investment Board (WSIB) is seeking highly qualified candidates to fill an Investment Data Engineer position within the Investment Data…,Investment Data Engineer,, WA,,
,,,Redmond,eXcell,The Database Engineer / Data Scientist will be instrumental in collecting data around processes and creating a warehouse for various teams to consume.,Database Engineer / Data Scientist,, WA,,
,,,Seattle,Woot Services LLC,"This person will build new business intelligence solutions as an owner end-to-end, at the same time, collaborate with data engineers and data scientists to…","Data Engineer, Woot!",, WA,,
,,,Seattle,Zillow,Interest in working with multi-terabyte-sized data sets and are comfortable accessing those data (even if they're in JSON format) with Hive and Presto.,Data Scientist - Intern,, WA,,
,,,Bellevue,Cloudix,"Data Engineer will be responsible for expanding and optimizing data and data pipeline architecture, as well as optimizing data flow and collection for cross…",Data Engineer with AWS,, WA,,
,,,Seattle,Revel Consulting,"AS A BIG DATA ENGINEER SENIOR ASSOCIATE FOR THE TECHNOLOGY COMMUNITY, YOU: Advanced knowledge of Big Data & Data Engineering, with deep, hands-on technical…",Big Data Engineer,, WA,,
,,,Bellevue,"Amazon.com Services, Inc.","5+ years of experience as a Data Engineer, BI Engineer, Business/Financial Analyst or Systems Analyst in a company with large, complex data sources.","Data Engineer, Global Exports",, WA,,
,,,Seattle,Invitae,"As a Healthcare Data Engineer, you''ll be responsible for collaborating with product managers, data scientists, designers, and engineers to help us make sense of…","Data Engineer, Healthcare",, WA,,
,,,Tukwila,Sound,"The Data Engineer has the responsibility to oversee data organization, data warehouse, maintenance, and support development of Data Analysis - Reporting.",Data Engineer,, WA,,
,,,Vancouver,Calabrio,"The Calabrio software suite generates large quantities of numerical, text, audio, and user-generated data. We are looking for an individual with a passion for…",Haskell and Data Engineer,, WA,,
,,,Seattle,ASSURANCE,Our Data Engineers design and build the backbone that makes this development possible with no support from engineering (we own our stack end to end).,Data Engineer,, WA,,
,,,Bellevue,TTi Global,"Experience in Handling Big Data Ingestion. 5+ yrs of Hadoop based technologies – HDP. Experience with Sqoop, spark, python/java.",Sr. Data Engineer,, WA,,
,,,Seattle,"Amazon.com Services, Inc.","Business Intelligence Engineer, Quantitative Analyst, Data Scientist, Software Engineer, etc.). Understanding of data management fundamentals, data storage…","Snr, Data Engineer, WWCS",, WA,,
,,,Seattle,Red Ventures,"Data Engineers at HigherEducation.com drive business value by transferring and structuring data for production and consumption by engineers, businesses,…",Data Engineer,, WA,,
,,,Seattle,"ExtraHop Networks, Inc.",Employ a mix of manual and automated data analysis techniques to collect data and analyze the operational environment of the ExtraHop system.,Intern Data Scientist,, WA,,
,,,Seattle,"Amazon.com Services, Inc.","Industry experience as a Data Engineer or related specialty (e.g., Software Engineer, Business Intelligence Engineer, Data Scientist) with a track record of…","Data Engineer, Global Workforce Solutions",, WA,,
,,,Seattle,"Amazon.com Services, Inc.",Evaluate and make decisions around data set implementations designed and proposed by peer data engineers. Implement data ingestion routines both real time and…,"Data Engineer, Amazon Global Sellers",, WA,,
,,,Seattle,Amazon Services LLC,"The data engineer will work hand-in-hand with IBSC business analysts, business intelligence engineers (BIEs), and data scientists.",Data Engineer,, WA,,
,,,Seattle,Cloutera,"We are looking for a savvy Data Engineer to join our growing software development team, eager to help understand and evangelize the data we have in support of…",Data Engineer,, WA,,
,,,Seattle,Pluralsight,"Data Governance, Data Quality, MDM, Lineage, Data Catalog etc. Data management, data processing and curation: Knowledge of data management fundamentals and data…",Data Engineer,, WA,,
,,,Seattle,"Campfire, LLC","Ranking, date changing, data transformations, relating data). Develop data processes for data modeling, mining, reporting and QA.",Data Engineer,, WA,,
,,,Seattle,Adobe,Partner with data engineers to optimize scheduled jobs for regular reporting and build custom data sets for tailored needs. We invite you to apply today!,Data Science Analyst,, WA,,
,,,Bothell,Allstate,"Execute data exploration, data engineering, testing and implementation. Ability to extract data from various data sources. And you’ll have fun doing it.",Senior Data Analytics Engineer,, WA,,
,,,Bellevue,Concur Technologies,Knowledge of data management fundamentals and data storage principles. We are looking for a talented Data Engineer to help build/enhance the next generation…,SAP Concur - Data Engineer,, WA,,
