company_name,job_summary,job_title,city,state
Marlette Funding,"Data science related major is a big plus.From data extraction, feature engineering to model building, performance evaluation and implementation.",Data Scientist,California,
Quest Analytics,"Experience working with data frames and data frame modules or tools such as Pandas, Jupyter, Zeppelin, Databricks, or similar.What’s in it for you?",Data Analyst,San Francisco, CA
SnackNation,"Drive the collection of new, clean data and the refinement of existing data sources.5+ years of relevant analytical work experience in analyzing large, multi…",Sr. Data Analyst,Culver City, CA
VaynerMedia LLC,"Passionate about conducting insightful data analysis and data storytelling.NumPy, pandas, Plotly or another visualization library;",Business Analyst,Los Angeles, CA
Tillster,"The Data Science and Analytics team at Tillster is looking for a motivated Senior Data Analyst with excellent facility in problem solving, data wrangling and…",Senior Data Analyst,Los Angeles, CA
Dexcom,"Data mining experience with Python, pandas, and SQL databases.Data visualization experience with Python visualization libraries, Tableau, Power BI, or similar.",Staff Data Analyst,San Diego, CA
Reef Kitchens,"Proficiency in using Python, SQL, Hadoop, Spark for data extraction and analysis.Experience with data visualization libraries such as Matplotlib, Plotly, or…",Data Scientist - (San Francisco),Daly City, CA
Crossover Health,Minimum of 2 years of experience in data science and/or data analytics.Experience with analytic software and methodology such as R and Python (libraries such…,Data Scientist,San Clemente, CA
Earnin,"Some skills we consider critical to being a Senior Data Analyst:SQL, R, Python with pandas experience preferred, but extensive experience using SAS, Excel, etc…",Senior Data Analyst,Palo Alto, CA
Joby Aviation,"Expert knowledge of python and data libraries (pandas, scipy, etc.).Work with the data engineering team to develop and maintain efficient data pipelines.",Data Scientist,San Carlos, CA
avast software,"Data mining to uncover hidden correlation among data.Experience with data science toolkits, such as Pandas, scikit-learn, Tensorflow.",Privacy Data Scientist,Redwood City, CA
UCLA Health,"5 or more years of advanced data analysis experience and expertise in diverse statistical, data mining techniques and technologies including:",Senior Data Scientist,Los Angeles, CA
Caliva,1-5 years experience manipulating data using Python (experience with Pandas is a plus);Previous experience developing data models to support a data warehouse …,Data Engineer,San Jose, CA
"Fullpower Technologies, Inc.","Work with health data and time-series sensor data.Expertise in Python and packages such as Pandas, Scikit-learn, etc.",Data Scientist / Applied Mathematician,Santa Cruz, CA
PatientPop,"Provide data services to support our data engineers, data scientists and various business stakeholders.Passionate about conducting insightful data analysis.",Senior Data Analyst,Santa Monica, CA
Google,"Experience with statistical software (e.g., R, Python, MATLAB, pandas) and database languages (e.g., SQL).Work with large, complex data sets.","Data Scientist, Engineering",San Francisco, CA
Tron,"You will work alongside a Data Engineering team which manages ETL infrastructure, both planning the creation of new metrics and converting data from those…",Senior Data Analyst,San Francisco, CA
Facebook,Leverage data and business principles to create and drive large scale FB Data Center programs.Experience using data access tools and building visualizations…,Data Scientist,Menlo Park, CA
Motif Investing,"Experience with Numerical / Scientific Python (NumPy, SciPy, Pandas).We combine traditional and non-traditional data sources, containing structured and…",Motif Capital – Data Scientist,San Mateo, CA
UberMedia,Python scripting experience to perform data wrangling and analysis.The Data Analytics and Solutions team is looking for a talented Senior Data Analyst to…,Senior Data Analyst,Pasadena, CA
"Linc Global, Inc.","Strong analytical skills, data driven mindset.Tensorflow, CNTK, scikit-learn, pandas, numpy, libsvm, keras.5+ years of programming experience, proficiency in…",Data Scientist,Sunnyvale, CA
Brightidea,"Numpy, scipy, pandas, Jupyter, and scikit-learn background.Write, maintain, and develop python machine learning modules & repos.What You Need to Succeed.",Data Scientist,San Francisco, CA
Intuit,"We are seeking a Senior Technical Data Analyst, with a heavy focus on Machine Learning and Data Science who will be responsible for optimizing our ML driven…",Senior Technical Data Analyst,San Diego, CA
Intuit,"Python, Scikit, NLTK, Numpy, Pandas, TensorFlow, Keras, R, Spark).We are seeking a Senior Technical Data Analyst, with a heavy focus on Machine Learning and…",Senior Technical Data Analyst,San Diego, CA
Applied Materials Inc.,"Working experience in end to end data science project life cycles from use case framing, data collection, data exploration, model building, deployment.",Data Scientist - (B3),Santa Clara, CA
Uber,"Familiarity with technical tools for analysis - Python (with Pandas, etc.), R, SQL, etc.Research, data science modeling, or engineering experience.",2020 PhD Data Scientist Internship - Uber Eats (San Francisco),San Francisco, CA
"Columbus Technologies and Services, Inc.","The ideal candidate will have experience with Big Data, Machine learning, Machine Vision, Natural Language Processing, and Data Mining, and also experience…",Data Scientist III,Pasadena, CA
UCLA Health,Experience with healthcare data and/or EHR data is preferred.Demonstrated experience synthesizing and analyzing large data and making program recommendations…,Data Scientist,Los Angeles, CA
Marlette Funding,"Data science related major is a big plus.From data extraction, feature engineering to model building, performance evaluation and implementation.",Data Scientist,Newark, CA
Tempus,"Pandas, NumPy, SciPy, Scikit-learn, Jupyter Notebooks.Experience working with clinical and/or genomic data.Collaborate with product, science, engineering, and…","Data Scientist, Applied Machine Learning - Bay Area",Redwood City, CA
Facebook,"Plan, and be able to conduct as needed, end-to-end analyses, from data requirement gathering, to data processing and modeling.","Data Scientist, Analytics - Personalization",Menlo Park, CA
Snapchat,"Fluency in SQL or other big data querying language.Experience with data pipeline monitoring and scheduling platforms (e.g., Airflow).",Engineering Data Scientist,Los Angeles, CA
